Interactor_A	Interactor_B	Interaction Detection Method	Publication 1st Author	Publication Identifiers
PHB	RPS16	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NCBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS3A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	DDX5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PSMC4	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SERPINH1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NPM1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS6	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SYNCRIP	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPD	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	KHDRBS1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HADHA	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	DNAJC7	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS15	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPA3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SNRNP200	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	U2AF2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	DNAJA1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SRRT	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL9	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL23A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HP1BP3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPM	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS13	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS4X	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	IGF2BP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GFPT1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GTF3C5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPH1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPH2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS18	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PCBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS9	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPA1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPAB	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RFC2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	ILF2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS8	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	KPNB1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS25	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GTPBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	ALYREF	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GTF3C4	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SNRNP70	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPL	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SSBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL28	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL18A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SERBP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	WDR61	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HDAC1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PRMT5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	MAPK1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RBM14	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	ZC3HAV1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SRSF1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GTF3C1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	EMD	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SNRPB	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	POLR2E	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PSMD4	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	POLR2H	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PSMA7	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NXF1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PRDX1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS10	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPLP0	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	C1QBP	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL7	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL22	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SEC23B	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	KHSRP	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RBMX	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL29	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL10A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	YWHAQ	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	ELAVL1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PAICS	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	BRIX1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NOP2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPSA	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL10	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SRP14	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	CTPS1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NAP1L1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPA0	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPC	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PABPN1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS15A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL12	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPF	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	EIF2AK2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	MCM5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	MATR3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS7	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL7A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL13	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	EXOSC2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL19	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	TSR1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PRDX6	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NOP58	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL14	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL27A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL31	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPUL2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL35	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS24	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	EIF5A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NSUN2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GNL3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	DHX15	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	POLR2A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RRP1B	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL37A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS23	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	GART	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	DDX18	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL27	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SRSF3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL13A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HSPA4	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL24	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL8	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPH3	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL35A	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	HNRNPR	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS11	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RFC5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	MCM6	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL30	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL23	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	STUB1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	COPB1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	LARP1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	NCBP2	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	COPA	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SF3B1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	ADAR	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL5	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL18	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	TRIM28	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RBBP4	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL11	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	PRMT1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	CLTC	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SDHA	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPS20	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	SSB	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	FASN	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	RPL15	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
PHB	CPS1	psi-mi:"MI:0004"(affinity chromatography technology)	Xu Y (2016)	pubmed:27025967
NEDD4L	NEDD4L	psi-mi:"MI:0415"(enzymatic study)	Tian M (2019)	pubmed:30587574
NEDD4L	UBE2L3	psi-mi:"MI:0096"(pull down)	Tian M (2019)	pubmed:30587574
UBA1	UBE2L3	psi-mi:"MI:0415"(enzymatic study)	Tian M (2019)	pubmed:30587574
USP7	DHX40	psi-mi:"MI:0004"(affinity chromatography technology)	Georges A (2018)	pubmed:30367141
NQO1	NQO1	psi-mi:"MI:0096"(pull down)	Moscovitz O (2012)	pubmed:22793692
PBRM1	KDM5C	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
KDM5C	PBRM1	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
PBRM1	SMARCA4	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
PBRM1	SMARCC2	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
PBRM1	BRD7	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
PBRM1	SMARCE1	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
KDM5C	SMARCA4	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
KDM5C	SMARCC2	psi-mi:"MI:0004"(affinity chromatography technology)	Liao L (2018)	pubmed:30355451
CREBBP	MAPK1	psi-mi:"MI:0415"(enzymatic study)	Wu JY (2018)	pubmed:29259132
VCP	NPLOC4	psi-mi:"MI:0004"(affinity chromatography technology)	Xie F (2017)	pubmed:28443643
NOTCH1	USP7	psi-mi:"MI:0004"(affinity chromatography technology)	Shan H (2018)	pubmed:30370059
USP7	NOTCH1	psi-mi:"MI:0004"(affinity chromatography technology)	Shan H (2018)	pubmed:30370059
USP7	NOTCH1	psi-mi:"MI:0096"(pull down)	Shan H (2018)	pubmed:30370059
USP7	NOTCH1	psi-mi:"MI:0428"(imaging technique)	Shan H (2018)	pubmed:30370059
USP7	NOTCH1	psi-mi:"MI:0415"(enzymatic study)	Shan H (2018)	pubmed:30370059
DUSP2	ATXN1	psi-mi:"MI:0004"(affinity chromatography technology)	Ryu J (2018)	pubmed:29852174
STYXL1	ATXN1	psi-mi:"MI:0004"(affinity chromatography technology)	Ryu J (2018)	pubmed:29852174
CIC	ACLY	psi-mi:"MI:0004"(affinity chromatography technology)	Chittaranjan S (2014)	pubmed:25277207
ACLY	CIC	psi-mi:"MI:0004"(affinity chromatography technology)	Chittaranjan S (2014)	pubmed:25277207
TRIM21	UBE2N	psi-mi:"MI:0114"(x-ray crystallography)	Dickson C (2018)	pubmed:29667579
CREBBP	ATRX	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	CASP8AP2	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	CBX4	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	CHAF1A	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	CHD3	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	EIF3D	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	GATAD2A	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	PPP1R8	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	PPP2R2A	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	RPL3	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	RPL35	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	UBE2I	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	UIMC1	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	ZNF451	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
CREBBP	PIAS1	psi-mi:"MI:0018"(two hybrid)	Contreras-Martos S (2017)	pubmed:28680062
POLR2A	VHL	psi-mi:"MI:0004"(affinity chromatography technology)	Li Y (2018)	pubmed:30349055
POLR2A	CUL5	psi-mi:"MI:0004"(affinity chromatography technology)	Li Y (2018)	pubmed:30349055
POLR2A	CUL7	psi-mi:"MI:0004"(affinity chromatography technology)	Li Y (2018)	pubmed:30349055
POLR2H	POLR2A	psi-mi:"MI:0096"(pull down)	Li Y (2018)	pubmed:30349055
BRCA2	PLEC	psi-mi:"MI:0401"(biochemical)	Niwa T (2009)	pubmed:19709076
BRCA2	PLEC	psi-mi:"MI:0004"(affinity chromatography technology)	Niwa T (2009)	pubmed:19709076
PLEC	BRCA2	psi-mi:"MI:0004"(affinity chromatography technology)	Niwa T (2009)	pubmed:19709076
BRCA2	PLEC	psi-mi:"MI:0096"(pull down)	Niwa T (2009)	pubmed:19709076
MAGEC2	TRIM28	psi-mi:"MI:0004"(affinity chromatography technology)	Song X (2018)	pubmed:30309319
TRIM28	MAGEC2	psi-mi:"MI:0004"(affinity chromatography technology)	Song X (2018)	pubmed:30309319
BRCA2	RPA1	psi-mi:"MI:0096"(pull down)	Wong JM (2003)	pubmed:12527904
BRCA2	RPA1	psi-mi:"MI:0004"(affinity chromatography technology)	Wong JM (2003)	pubmed:12527904
ATRX	RFC1	psi-mi:"MI:0004"(affinity chromatography technology)	Juhasz S (2018)	pubmed:29937341
CSNK2A1	CSNK2B	psi-mi:"MI:0004"(affinity chromatography technology)	Tamaru T (2015)	pubmed:26562092
CSNK2B	CSNK2A1	psi-mi:"MI:0004"(affinity chromatography technology)	Tamaru T (2015)	pubmed:26562092
NPM1	EP300	psi-mi:"MI:0096"(pull down)	Kaypee S (2018)	pubmed:29746960
EP300	EP300	psi-mi:"MI:0415"(enzymatic study)	Kaypee S (2018)	pubmed:29746960
KAT5	KAT5	psi-mi:"MI:0415"(enzymatic study)	Kaypee S (2018)	pubmed:29746960
SETD1A	RBBP5	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	WDR5	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	DPY30	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	PAXIP1	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	RBBP5	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	FOXK1	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	FOXK2	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
KDM6A	OGT	psi-mi:"MI:0004"(affinity chromatography technology)	Wang L (2018)	pubmed:29785026
RNF2	NUPR1	psi-mi:"MI:0428"(imaging technique)	Santofimia-Castano P (2017)	pubmed:28720707
KAT5	EP400	psi-mi:"MI:0055"(fluorescent resonance energy transfer)	Courilleau C (2012)	pubmed:23266955
MAD2L2	CHAMP1	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	ZFR	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	PRR12	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	CCAR2	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	GTF2I	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	AFG3L2	psi-mi:"MI:0004"(affinity chromatography technology)	Noordermeer SM (2018)	pubmed:30022168
MAD2L2	POLD3	psi-mi:"MI:0004"(affinity chromatography technology)	Gao S (2018)	pubmed:30254264
TP53	ATRX	psi-mi:"MI:0004"(affinity chromatography technology)	Linke SP (2003)	pubmed:12750285
TP53	ATRX	psi-mi:"MI:0096"(pull down)	Linke SP (2003)	pubmed:12750285
NQO1	NQO1	psi-mi:"MI:0114"(x-ray crystallography)	Medina-Carmona E (2017)	pubmed:28291250
NQO1	NQO1	psi-mi:"MI:0401"(biochemical)	Medina-Carmona E (2017)	pubmed:28291250
PRC1	APC	psi-mi:"MI:0004"(affinity chromatography technology)	Chen J (2016)	pubmed:26941395
PRC1	CTNNB1	psi-mi:"MI:0004"(affinity chromatography technology)	Chen J (2016)	pubmed:26941395
TBL1XR1	NCOR1	psi-mi:"MI:0004"(affinity chromatography technology)	Nishi A (2017)	pubmed:28588275
TBL1XR1	CTNNB1	psi-mi:"MI:0004"(affinity chromatography technology)	Nishi A (2017)	pubmed:28588275
CDC27	MAD2L1	psi-mi:"MI:0004"(affinity chromatography technology)	Kim DH (2018)	pubmed:30341343
TP53	BRCA1	psi-mi:"MI:0004"(affinity chromatography technology)	Buck M (2008)	pubmed:18501503
